id;id_line;plant;shop;date_of_validation;validation_result;visual_inspection;oem_checklist;cable_certification_for_relevant_cabling;number_of_profinet_devices;number_of_devices;additional_checks_for_frame_errors;number_of_scp;max_traffic_load_on_the_network;max_traffic_load_on_the_network_percent;max_profinet_traffic_load_on_the_network;max_profinet_traffic_load_on_the_network_percent;plc_count;rings_count
133;130;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;15;;1;6.729;3.3645;6.667;3.3335;1;0
134;131;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;16;;1;6.797;3.3985;6.667;3.3335;1;0
135;132;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;16;;1;0;0;0;0;1;1
136;133;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;16;;1;0;0;0;0;1;1
137;134;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;16;;1;0;0;0;0;1;1
138;135;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;16;;1;0;0;0;0;1;1
139;136;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;16;;1;0;0;0;0;1;0
140;137;M;ASSEMBLY;T006;PASS;;;Yes - Pass;83;83;;1;26.132;13.066;25.718;12.859;1;1
141;138;M;ASSEMBLY;T006;PASS;;;Yes - Pass;42;42;;1;16.243;8.1215;16.023;8.0115;1;1
142;139;M;ASSEMBLY;T006;PASS;;;Yes - Pass;99;99;;1;34.994;17.497;34.562;17.281;1;1
143;140;M;ASSEMBLY;T006;PASS;;;Yes - Pass;113;113;;1;37.806;18.903;37.335;18.6675;1;1
144;141;M;ASSEMBLY;T006;PASS;;;Yes - Pass;30;30;;1;12.094;6.047;11.924;5.962;1;1
145;142;M;ASSEMBLY;T006;PASS;;;Yes - Pass;15;15;;1;12.094;6.047;5.415;2.7075;1;1
146;143;M;ASSEMBLY;T006;PASS;;;Yes - Pass;102;102;;1;40.411;20.2055;39.753;19.8765;1;1
147;144;M;ASSEMBLY;T006;PASS;;;Yes - Pass;64;64;;1;17.291;8.6455;17.034;8.517;1;1
148;145;M;ASSEMBLY;T006;PASS;;;Yes - Pass;82;82;;1;18.511;9.2555;17.725;8.8625;1;1
149;146;M;ASSEMBLY;T006;PASS;;;Yes - Pass;74;74;;1;18.216;9.108;17.51;8.755;1;1
150;147;M;ASSEMBLY;T006;PASS;;;Yes - Pass;74;74;;1;0;0;0;0;1;1
151;148;M;ASSEMBLY;T006;PASS;;;Yes - Pass;77;78;;1;53.016;26.508;52.545;26.2725;1;1
152;149;M;ASSEMBLY;T006;PASS;;;Yes - Pass;26;26;;1;10.791;5.396;10.772;5.386;1;0
154;151;M;ASSEMBLY;T006;PASS;;;Yes - Pass;144;144;;1;28.446;14.223;27.113;13.5565;1;1
155;152;M;ASSEMBLY;T006;PASS;;;Yes - Pass;181;181;;1;32.467;16.2335;31.024;15.512;1;1
156;153;M;ASSEMBLY;T006;PASS;;;Yes - Pass;174;174;;1;32.399;16.1995;31.096;15.548;1;1
157;154;M;ASSEMBLY;T006;PASS;;;Yes - Pass;220;220;;1;41.197;20.5985;39.223;19.6115;1;1
158;155;M;ASSEMBLY;T006;PASS;;;Yes - Pass;212;212;;1;41.537;20.7685;39.54;19.77;1;1
159;156;M;ASSEMBLY;T006;PASS;;;Yes - Pass;111;111;;1;15.985;7.9925;15.914;7.957;2;1
160;157;M;ASSEMBLY;T006;PASS;;;Yes - Pass;41;41;;1;6.43;3.215;6.042;3.021;1;1
161;158;M;ASSEMBLY;T006;PASS;;;Yes - Pass;228;228;;1;19.7631;9.88155;18.773;9.3865;1;1
162;159;M;ASSEMBLY;T006;PASS;;;Yes - Pass;83;83;;1;12.482;6.241;11.898;5.949;1;1
163;160;M;ASSEMBLY;T006;PASS;;;Yes - Pass;175;175;;1;18.403;9.2015;17.779;8.8895;1;1
164;161;M;ASSEMBLY;T006;PASS;;;Yes - Pass;109;109;;1;17.776;8.888;16.808;8.404;1;1
165;162;M;ASSEMBLY;T006;PASS;;;Yes - Pass;75;75;;1;11.634;5.817;10.863;5.4315;1;1
166;163;M;ASSEMBLY;T006;PASS;;;Yes - Pass;79;79;;1;11.916;5.958;11.398;5.699;1;1
167;164;M;ASSEMBLY;T006;PASS;;;Yes - Pass;58;58;;1;7.963;3.9815;7.369;3.6845;1;1
168;165;M;ASSEMBLY;T006;PASS;;;Yes - Pass;159;159;;2;52.974;26.487;52.59;26.295;2;1
169;166;M;ASSEMBLY;T006;PASS;;;Yes - Pass;168;168;;2;59.675;29.8375;59.349;29.6745;2;1
170;167;M;ASSEMBLY;T006;PASS;;;Yes - Pass;19;19;;1;8.307;4.1535;8.147;4.0735;1;0
171;168;M;ASSEMBLY;T006;PASS;;;Yes - Pass;19;19;;1;8.243;4.1215;8.143;4.0715;1;0
172;169;M;ASSEMBLY;T006;PASS;;;Yes - Pass;322;323;;2;75.765;37.8825;75.41;37.705;2;2
173;170;M;ASSEMBLY;T006;PASS;;;Yes - Pass;84;84;;1;34.197;17.0985;34.035;17.0175;1;1
174;171;M;ASSEMBLY;T006;PASS;;;Yes - Pass;269;269;;2;86.075;43.0375;85.844;42.922;2;1
175;172;M;ASSEMBLY;T006;PASS;;;Yes - Pass;12;12;;1;4.938;2.469;4.789;2.3945;1;0
188;185;M;ASSEMBLY;T006;PASS;;;Yes - Pass;53;53;;1;26.085;13.0425;26.034;13.017;1;0
189;186;M;ASSEMBLY;T006;PASS;;;Yes - Pass;16;16;;1;7.846;3.923;7.825;3.9125;1;0
190;187;M;ASSEMBLY;T006;PASS;;;Yes - Pass;27;27;;1;13.938;6.969;13.622;6.811;1;0
191;188;M;ASSEMBLY;T006;PASS;;;Yes - Pass;16;16;;1;2.135;1.0675;2.12;1.06;1;0
192;189;M;ASSEMBLY;T006;PASS;;;Yes - Pass;19;19;;1;3.466;1.733;3.311;1.6555;1;0
193;190;M;ASSEMBLY;T006;PASS;;;Yes - Pass;24;24;;1;12.412;6.206;12.319;6.1595;1;0
194;191;M;ASSEMBLY;T006;PASS;;;Yes - Pass;26;26;;1;12.949;6.4745;12.926;6.463;1;0
195;192;M;ASSEMBLY;T006;PASS;;;Yes - Pass;25;25;;1;13.019;6.5095;12.926;6.463;1;0
196;193;M;ASSEMBLY;T006;PASS;;;Yes - Pass;25;25;;1;12.412;6.206;12.318;6.159;1;0
197;194;M;ASSEMBLY;T006;PASS;;;Yes - Pass;13;13;;1;5.552;2.776;5.45;2.725;1;0
198;195;M;ASSEMBLY;T006;PASS;;;Yes - Pass;11;11;;1;5.815;2.9075;5.714;2.857;1;0
199;196;M;ASSEMBLY;T006;PASS;;;Yes - Pass;11;11;;1;5.815;2.9075;5.714;2.857;1;0
200;197;M;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;3.529;1.7645;3.414;1.707;1;0
201;198;M;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;3.295;1.6475;3.177;1.5885;1;0
202;199;M;ASSEMBLY;T006;PASS;;;Yes - Pass;6;6;;1;2.034;1.017;1.953;0.9765;1;0
203;200;M;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;1.884;0.942;1.859;0.9295;1;0
204;201;M;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;1.884;0.942;1.859;0.9295;1;0
205;202;M;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;4.05;2.025;4.022;2.011;1;0
206;203;M;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;2.712;1.356;2.667;1.3335;1;0
207;204;M;ASSEMBLY;T006;PASS;;;Yes - Pass;8;8;;1;3.394;1.697;3.348;1.674;1;0
208;205;M;ASSEMBLY;T006;PASS;;;Yes - Pass;7;7;;1;1.929;0.9645;1.907;0.9535;1;0
209;206;L;BODY;T006;PASS;;;Yes - Pass;145;146;;2;46.922;23.461;46.799;23.3995;2;1
210;207;L;BODY;T006;PASS;;;Yes - Pass;162;201;;2;52.337;26.1685;52.093;26.0465;2;2
211;208;L;BODY;T006;PASS;;;Yes - Pass;146;146;;2;42.929;21.4645;42.799;23.3995;2;1
212;209;L;BODY;T006;PASS;;;Yes - Pass;163;206;;2;76.826;38.413;74.454;37.227;2;2
213;210;L;BODY;T006;PASS;;;Yes - Pass;465;464;;5;57.059;28.5295;56.7;28.35;5;3
214;211;L;BODY;T006;PASS;;;Yes - Pass;235;293;;3;46.52;23.26;46.198;23.099;3;2
215;212;L;BODY;T006;PASS;;;Yes - Pass;265;348;;4;65.92;32.96;65.753;32.8765;4;2
216;213;L;BODY;T006;PASS;;;Yes - Pass;286;286;;2;36.037;18.0185;35.819;17.9095;2;1
217;214;L;BODY;T006;PASS;;;Yes - Pass;69;69;;1;36.186;18.093;36.107;18.0535;1;1
218;215;L;BODY;T006;PASS;;;Yes - Pass;423;423;;4;62.424;31.212;62.272;31.136;4;2
219;216;L;BODY;T006;PASS;;;Yes - Pass;227;311;;4;35.133;17.5665;35.017;17.5085;4;2
220;217;L;BODY;T006;PASS;;;Yes - Pass;296;295;;6;81.71;40.855;81.505;40.7525;6;4
221;218;L;BODY;T006;PASS;;;Yes - Pass;154;154;;2;78.971;39.4855;78.708;39.354;2;1
222;219;L;BODY;T006;PASS;;;Yes - Pass;46;46;;2;13.666;6.833;13.622;6.811;2;1
223;220;L;BODY;T006;PASS;;;Yes - Pass;36;36;;1;15.904;7.952;15.875;7.9375;1;1
224;221;L;BODY;T006;PASS;;;Yes - Pass;50;50;;1;25.765;12.8825;24.209;12.1045;1;1
225;222;L;BODY;T006;PASS;;;Yes - Pass;407;407;;4;66.729;33.3645;66.573;33.2865;4;2
226;223;L;BODY;T006;PASS;;;Yes - Pass;367;367;;4;73.586;36.793;73.057;36.5285;4;3
227;224;L;BODY;T006;PASS;;;Yes - Pass;286;286;;2;36.031;18.0155;35.817;17.9085;2;1
228;225;L;BODY;T006;PASS;;;Yes - Pass;40;40;;1;18.796;9.398;18.771;9.3855;1;1
229;226;L;BODY;T006;PASS;;;Yes - Pass;42;50;;1;19.941;9.9705;19.86;9.93;1;1
230;227;L;BODY;T006;PASS;;;Yes - Pass;136;135;;2;45.414;22.707;45.322;22.661;2;1
231;228;L;BODY;T006;PASS;;;Yes - Pass;17;17;;1;10.23;5.115;10.1;5.05;1;1
232;229;L;BODY;T006;PASS;;;Yes - Pass;169;169;;3;29.241;14.6205;29.19;14.595;3;2
233;230;L;BODY;T006;PASS;;;Yes - Pass;63;63;;3;30.676;15.338;30.552;15.276;1;1
234;231;L;BODY;T006;PASS;;;Yes - Pass;63;63;;1;30.656;15.328;30.55;15.275;1;1
235;232;L;BODY;T006;PASS;;;Yes - Pass;49;48;;1;24.542;12.271;24.452;12.226;1;1
236;233;L;BODY;T006;PASS;;;Yes - Pass;214;213;;5;35.671;17.8355;35.509;17.7545;5;4
237;234;L;BODY;T006;PASS;;;Yes - Pass;165;177;;3;30.496;15.248;30.391;15.1955;3;1
238;235;L;BODY;T006;PASS;;;Yes - Pass;669;691;;8;67.735;33.8675;67.434;33.717;8;5
239;236;L;BODY;T006;PASS;;;Yes - Pass;669;709;;8;67.812;33.906;67.442;33.721;8;5
240;237;L;BODY;T006;PASS;;;Yes - Pass;141;147;;2;27.574;13.787;27.363;13.6815;2;1
241;238;L;BODY;T006;PASS;;;Yes - Pass;31;31;;1;11.723;5.8615;11.624;5.812;1;1
242;239;L;BODY;T006;PASS;;;Yes - Pass;31;31;;1;11.105;5.5525;11.016;5.508;1;1
243;240;L;BODY;T006;PASS;;;Yes - Pass;29;29;;1;11.16;5.58;11.054;5.527;1;1
244;241;L;BODY;T006;PASS;;;Yes - Pass;31;30;;1;11.494;5.747;11.363;5.6815;1;1
245;242;L;BODY;T006;PASS;;;Yes - Pass;29;29;;1;10.579;5.2895;10.478;5.239;1;1
246;243;L;BODY;T006;PASS;;;Yes - Pass;91;90;;1;28.828;14.414;28.613;14.3065;1;1
247;244;L;BODY;T006;PASS;;;Yes - Pass;97;97;;1;32.731;16.3655;32.233;16.1165;1;1
248;245;L;BODY;T006;PASS;;;Yes - Pass;87;87;;1;27.654;13.827;27.381;13.6905;1;1
249;246;L;BODY;T006;PASS;;;Yes - Pass;99;99;;1;7.874;3.937;7.297;3.6485;1;1
250;247;L;BODY;T006;PASS;;;Yes - Pass;272;272;;2;30.879;15.4395;28.648;14.324;2;1
251;248;L;BODY;T006;PASS;;;Yes - Pass;161;161;;1;23.199;11.5995;21.278;10.639;1;1
252;249;L;BODY;T006;PASS;;;Yes - Pass;198;198;;1;63.867;31.9335;62.929;31.4645;1;1
253;250;L;BODY;T006;PASS;;;Yes - Pass;272;272;;1;53.602;26.801;52.644;26.322;1;1
254;251;L;BODY;T006;PASS;;;Yes - Pass;272;272;;1;17.082;8.541;16.454;8.227;1;1
255;252;L;BODY;T006;PASS;;;Yes - Pass;119;118;;1;26.331;13.1655;25.708;12.854;1;0
256;253;L;BODY;T006;PASS;;;Yes - Pass;195;195;;1;62.246;31.123;61.42;30.71;1;1
257;254;L;BODY;T006;PASS;;;Yes - Pass;97;97;;1;29.857;14.9285;29.372;14.686;1;1
258;255;L;BODY;T006;PASS;;;Yes - Pass;37;37;;1;20.659;10.3295;20.555;10.2775;1;1
259;256;L;BODY;T006;PASS;;;Yes - Pass;139;138;;1;37.365;18.6825;36.674;18.337;1;1
260;257;L;BODY;T006;PASS;;;Yes - Pass;35;35;;1;22.083;11.0415;21.97;10.985;1;1
261;258;L;BODY;T006;PASS;;;Yes - Pass;369;369;;5;43.485;21.7425;43.232;21.616;5;4
262;259;E;BODY;T002;PASS;;;PASS;228;291;YES-PASS;1;26.88;13.44;26.134;13.067;4;1
263;260;E;BODY;T002;PASS;;;PASS;169;201;YES-PASS;1;36.32;18.16;35.685;17.8425;4;1
264;261;E;BODY;T002;PASS;;;PASS;77;84;YES-PASS;1;25.997;12.9985;25.771;12.8855;2;1
265;262;E;BODY;T002;PASS;;;PASS;91;98;YES-PASS;1;41.983;20.9915;41.314;20.657;1;1
266;263;E;BODY;T002;PASS;;;PASS;101;145;N.A.;1;51.222;25.611;50.776;25.388;2;1
267;264;E;BODY;T002;PASS;;;N.A;11;11;N.A;1;4.204;2.102;4.041;2.0205;1;0
268;265;E;BODY;T002;PASS;;;PASS;42;43;N.A.;1;5.377;2.6885;4.963;2.4815;1;1
269;266;E;BODY;T002;PASS;;;N.A;32;33;N.A;1;13.779;6.8895;13.284;6.642;1;0
270;267;E;BODY;T002;PASS;;;N.A;23;24;N.A;1;14.615;7.3075;14.427;7.2135;1;0
271;268;E;BODY;T002;PASS;;;N.A;36;37;N.A;1;23.984;11.992;23.652;11.826;1;0
272;269;E;BODY;T002;PASS;;;N.A;12;12;N.A;1;4.172;2.086;4.17;2.085;1;0
273;270;E;BODY;T002;PASS;;;N.A;9;9;N.A;1;3.071;1.5355;2.889;1.4445;1;0
274;271;E;BODY;T002;PASS;;;N.A;20;19;N.A;1;8.84;4.42;8.658;4.329;1;0
275;272;E;BODY;T002;PASS;;;PASS;103;144;N.A.;1;51.182;25.591;50.777;25.3885;2;1
276;273;E;BODY;T002;PASS;;;PASS;74;87;YES-PASS;1;6.33;3.165;5.85;2.925;1;1
277;274;E;BODY;T002;PASS;;;PASS;23;25;YES-PASS;1;9.236;4.618;9.012;4.506;1;1
278;275;E;BODY;T002;PASS;;;PASS;71;78;YES-PASS;1;26.277;13.1385;25.844;12.922;1;1
279;276;E;BODY;T002;PASS;;;PASS;128;130;N.A.;1;39.063;19.5315;38.583;19.2915;2;1
280;277;E;BODY;T002;PASS;;;PASS;72;96;YES-PASS;1;35.523;17.7615;35.044;17.522;1;1
281;278;E;BODY;T002;PASS;;;PASS;141;182;YES-PASS;1;17.199;8.5995;16.333;8.1665;1;1
282;279;E;BODY;T002;PASS;;;PASS;130;142;YES-PASS;1;39.574;19.787;39.158;19.579;2;1
283;280;E;BODY;T002;PASS;;;PASS;156;204;YES-PASS;1;42.264;21.132;41.654;20.827;3;1
284;281;E;BODY;T002;PASS;;;PASS;130;145;YES-NO PASS;1;20.324;10.162;19.756;9.878;3;1
285;282;E;BODY;T002;PASS;;;NO;45;45;NO;1;22.124;11.062;22.114;11.057;1;0
286;283;E;BODY;T002;PASS;;;NO;43;44;NO;1;21.322;10.661;20.526;10.263;1;0
288;285;E;BODY;T002;PASS;;;NO;59;59;NO;1;28.012;14.006;27.981;13.9905;1;0
289;286;E;BODY;T002;PASS;;;NO;147;147;NO;1;66.357;33.1785;66.117;33.0585;1;0
290;287;E;BODY;T002;PASS;;;NO;172;172;NO;1;64.706;32.353;64.617;32.3085;1;0
291;288;K;ASSEMBLY;T004;PASS;;;Yes - Pass;48;48;YES;1;20.978;10.489;19.368;9.684;1;1
292;289;K;ASSEMBLY;T004;PASS;;;Yes - Pass;121;121;YES;1;42.735;21.3675;40.705;20.3525;1;1
293;290;K;ASSEMBLY;T004;PASS;;;Yes - Pass;69;69;YES;1;29.733;14.8665;27.794;13.897;1;1
294;291;K;ASSEMBLY;T004;PASS;;;Yes - Pass;10;10;YES;1;4.605;2.3025;4.543;2.2715;1;1
295;292;K;ASSEMBLY;T004;PASS;;;Yes - Pass;69;69;YES;1;28.275;14.1375;26.397;13.1985;1;1
296;293;K;ASSEMBLY;T004;PASS;;;Yes - Pass;10;10;YES;1;4.826;2.413;4.72;2.36;1;1
297;294;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;YES;1;4.363;2.1815;4.292;2.146;1;0
298;295;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;;1;4.863;2.4315;4.804;2.402;1;0
299;296;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;;1;4.241;2.1205;4.192;2.096;1;1
300;297;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;;1;4.253;2.1265;4.192;2.096;1;1
301;298;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;;1;4.248;2.124;4.192;2.096;1;1
302;299;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;YES;1;4.239;2.1195;4.192;2.096;1;1
303;300;K;ASSEMBLY;T004;PASS;;;Yes - Pass;6;6;;1;1.195;0.5975;1.125;0.5625;1;0
304;301;K;ASSEMBLY;T004;PASS;;;Yes - Pass;19;19;YES;1;6.123;3.0615;6.064;3.032;1;1
305;302;K;ASSEMBLY;T004;PASS;;;Yes - Pass;76;76;YES;1;26.892;13.446;26.668;13.334;1;1
306;303;K;ASSEMBLY;T004;PASS;;;Yes - Pass;24;24;YES;1;9.27;4.635;9.203;4.6015;1;1
307;304;K;ASSEMBLY;T004;PASS;;;Yes - Pass;120;120;YES;1;40.071;20.0355;39.711;19.8555;1;1
308;305;K;ASSEMBLY;T004;PASS;;;Yes - Pass;75;75;YES;1;27.719;13.8595;27.497;13.7485;1;1
309;306;K;ASSEMBLY;T004;PASS;;;Yes - Pass;22;22;YES;1;6.806;3.403;6.749;3.3745;1;1
310;307;K;ASSEMBLY;T004;PASS;;;Yes - Pass;66;66;YES;1;21.424;10.712;21.058;10.529;1;1
311;308;K;ASSEMBLY;T004;PASS;;;Yes - Pass;10;10;YES;1;2.588;1.294;2.58;1.29;1;0
312;309;K;ASSEMBLY;T004;PASS;;;Yes - Pass;95;95;YES;1;16.862;8.431;16.462;8.231;1;1
313;310;K;ASSEMBLY;T004;PASS;;;Yes - Pass;216;216;YES;1;17.072;8.536;16.641;8.3205;1;1
314;311;K;ASSEMBLY;T004;PASS;;;Yes - Pass;149;149;YES;1;25.75;12.875;25.109;12.5545;1;1
315;312;K;ASSEMBLY;T004;PASS;;;Yes - Pass;168;168;YES;1;45.792;22.896;45.302;22.651;1;1
316;313;K;ASSEMBLY;T004;PASS;;;Yes - Pass;71;71;YES;1;10.767;5.3835;10.626;5.313;1;1
317;314;K;ASSEMBLY;T005;PASS;;;Yes - Pass;70;70;YES;1;8.07;4.035;7.936;3.968;1;1
318;315;K;ASSEMBLY;T005;PASS;;;Yes - Pass;71;71;YES;1;9.82;4.91;9.69;4.845;1;1
319;316;K;ASSEMBLY;T005;PASS;;;Yes - Pass;49;49;YES;1;8.241;4.1205;8.143;4.0715;1;1
320;317;K;ASSEMBLY;T005;PASS;;;Yes - Pass;42;42;YES;1;5.03;2.515;4.94;2.47;1;1
321;318;K;ASSEMBLY;T004;PASS;;;Yes - Pass;171;171;YES;1;49.953;24.9765;49.814;24.907;1;1
322;319;K;ASSEMBLY;T004;PASS;;;Yes - Pass;114;114;YES;1;20.812;10.406;20.551;10.2755;1;1
323;320;K;ASSEMBLY;T004;PASS;;;Yes - Pass;118;118;YES;1;39.667;19.8335;38.195;19.0975;1;1
324;321;K;ASSEMBLY;T004;PASS;;;Yes - Pass;12;12;;1;4.957;2.4785;4.928;2.464;1;0
325;322;K;ASSEMBLY;T004;PASS;;;Yes - Pass;12;12;YES;1;4.957;2.4785;4.928;2.464;1;0
326;323;K;ASSEMBLY;T004;PASS;;;Yes - Pass;73;73;YES;1;21.256;10.628;20.714;10.357;1;1
327;324;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;YES;1;5.383;2.6915;5.316;2.658;1;0
328;325;K;ASSEMBLY;T004;PASS;;;Yes - Pass;229;229;YES;1;53.793;26.8965;53.559;26.7795;2;1
329;326;K;ASSEMBLY;T004;PASS;;;Yes - Pass;350;350;YES;1;68.02;34.01;67.75;33.875;2;1
330;327;K;ASSEMBLY;T004;PASS;;;Yes - Pass;8;8;YES;1;1.406;0.703;1.397;0.6985;1;0
331;328;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;YES;1;4.931;2.4655;4.906;2.453;1;0
332;329;K;ASSEMBLY;T004;PASS;;;Yes - Pass;12;12;YES;1;4.92;2.46;4.897;2.4485;1;0
333;330;K;ASSEMBLY;T004;PASS;;;Yes - Pass;14;14;YES;1;5.248;2.624;5.221;2.6105;1;0
334;331;K;ASSEMBLY;T004;PASS;;;Yes - Pass;14;14;YES;1;5.244;2.622;5.221;2.6105;1;0
335;332;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;17;YES;1;7.31;3.655;7.28;3.64;1;0
336;333;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;19;;1;7.311;3.6555;7.28;3.64;1;0
337;334;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;19;YES;1;7.399;3.6995;7.336;3.668;1;0
338;335;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;18;;1;7.367;3.6835;7.336;3.668;1;0
339;336;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;19;YES;1;7.198;3.599;7.12;3.56;1;0
340;337;K;ASSEMBLY;T004;PASS;;;Yes - Pass;16;17;;1;6.327;3.1635;6.305;3.1525;1;0
341;338;K;ASSEMBLY;T004;PASS;;;Yes - Pass;16;17;;1;6.328;3.164;6.305;3.1525;1;0
342;339;K;ASSEMBLY;T004;PASS;;;Yes - Pass;16;17;;1;6.329;3.1645;6.305;3.1525;1;0
343;340;K;ASSEMBLY;T004;PASS;;;Yes - Pass;16;17;YES;1;6.329;3.1645;6.305;3.1525;1;0
344;341;K;ASSEMBLY;T004;PASS;;;Yes - Pass;16;17;;1;6.327;3.1635;6.305;3.1525;1;0
345;342;K;ASSEMBLY;T004;PASS;;;Yes - Pass;52;52;YES;1;25.053;12.5265;25.01;12.505;1;0
346;343;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;17;;1;6.876;3.438;6.864;3.432;1;0
347;344;K;ASSEMBLY;T004;PASS;;;Yes - Pass;17;16;YES;1;6.875;3.4375;6.865;3.4325;1;0
348;345;K;ASSEMBLY;T004;PASS;;;Yes - Pass;29;29;YES;1;12.797;6.3985;12.765;6.3825;1;0
349;346;K;ASSEMBLY;T004;PASS;;;Yes - Pass;16;18;YES;1;3.173;1.5865;3.256;1.628;1;0
350;347;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;YES;1;5.377;2.6885;5.353;2.6765;1;0
351;348;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;;1;5.333;2.6665;5.305;2.6525;1;0
352;349;K;ASSEMBLY;T004;PASS;;;Yes - Pass;10;10;YES;1;3.474;1.737;3.461;1.7305;1;0
353;350;K;ASSEMBLY;T004;PASS;;;Yes - Pass;8;8;;1;1.685;0.8425;1.665;0.8325;1;0
354;351;K;ASSEMBLY;T004;PASS;;;Yes - Pass;8;8;;1;1.585;0.7925;1.568;0.784;1;0
355;352;K;ASSEMBLY;T004;PASS;;;Yes - Pass;13;13;;1;4.887;2.4435;4.868;2.434;1;0
356;353;K;ASSEMBLY;T004;PASS;;;Yes - Pass;8;8;YES;1;1.998;0.999;1.969;0.9845;1;0
357;354;K;ASSEMBLY;T004;PASS;;;Yes - Pass;12;12;;1;3.934;1.967;3.904;1.952;1;0
358;355;K;ASSEMBLY;T004;PASS;;;Yes - Pass;8;8;;1;1.72;0.86;1.713;0.8565;1;0
359;356;K;ASSEMBLY;T004;PASS;;;Yes - Pass;9;9;;1;4.388;2.194;4.245;2.1225;1;0
360;357;K;ASSEMBLY;T004;PASS;;;Yes - Pass;9;9;;1;2.456;1.228;2.409;1.2045;1;0
361;358;K;ASSEMBLY;T004;PASS;;;Yes - Pass;8;8;;1;1.919;0.9595;1.889;0.9445;1;0
362;359;J;BODY;T004;PASS;;;Yes - Pass;84;94;YES;1;34.55804;17.27902;34.38873;17.194365;1;2
363;360;J;BODY;T004;PASS;;;Yes - Pass;380;437;YES;2;55.02993;27.514965;54.90213;27.451065;4;3
364;361;J;BODY;T004;PASS;;;Yes - Pass;84;91;YES;1;32.47495;16.237475;32.28633;16.143165;1;2
365;362;J;BODY;T004;PASS;;;Yes - Pass;380;437;YES;2;57.90274;28.95137;57.79285;28.896425;4;3
366;363;J;BODY;T004;PASS;;;Yes - Pass;501;548;YES;3;59.72152;29.86076;59.59818;29.79909;6;4
367;364;J;BODY;T004;PASS;;;Yes - Pass;187;212;YES;1;41.9454;20.9727;41.75689;20.878445;2;2
368;365;J;BODY;T004;PASS;;;Yes - Pass;64;64;YES;1;27.41492;13.70746;27.29645;13.648225;1;1
369;366;J;BODY;T004;PASS;;;Yes - Pass;135;135;;1;58.07856;29.03928;57.8859;28.94295;2;1
370;367;J;BODY;T004;PASS;;;Yes - Pass;49;49;;1;20.05425;10.027125;19.96457;9.982285;1;1
371;368;J;BODY;T004;PASS;;;Yes - Pass;40;40;YES;1;15.60564;7.80282;15.53642;7.76821;1;1
372;369;J;BODY;T004;PASS;;;Yes - Pass;73;73;YES;1;16.76616;8.38308;16.68258;8.34129;2;1
373;370;J;BODY;T004;PASS;;;Yes - Pass;73;73;YES;1;19.10821;9.554105;18.99414;9.49707;2;1
374;371;J;BODY;T004;PASS;;;Yes - Pass;133;143;YES;1;26.97921;13.489605;26.86831;13.434155;3;1
375;372;J;BODY;T004;PASS;;;Yes - Pass;133;136;YES;1;26.99944;13.49972;26.86896;13.43448;3;1
376;373;J;BODY;T004;PASS;;;Yes - Pass;54;56;YES;1;19.51333;9.756665;19.38923;9.694615;1;1
377;374;J;BODY;T004;PASS;;;Yes - Pass;53;57;;1;19.46239;9.731195;19.38922;9.69461;1;1
378;375;J;BODY;T004;PASS;;;Yes - Pass;133;136;YES;1;26.96926;13.48463;26.86055;13.430275;3;1
379;376;J;BODY;T004;PASS;;;Yes - Pass;133;138;YES;1;26.97221;13.486105;26.8608;13.4304;3;1
380;377;J;BODY;T004;PASS;;;Yes - Pass;99;105;YES;1;43.92823;21.964115;43.7516;21.8758;2;1
381;378;J;BODY;T004;PASS;;;Yes - Pass;178;178;YES;2;55.76031;27.880155;55.46754;27.73377;3;1
382;379;J;BODY;T004;PASS;;;Yes - Pass;145;145;YES;2;58.32198;29.16099;58.14251;29.071255;2;1
